Time,DOY,Flux,soilT,VSM,VSM_optC,VSM_optT
9/11/2014 21:55,254,271.16,16.6,0.13,0.64,0.49
9/12/2014 3:10,255,235.47,15.7,0.13,0.64,0.49
9/12/2014 7:40,255,182.2,15,0.13,0.81,0.49
9/12/2014 12:55,255,228.1,14.8,0.13,0.81,0.49
9/12/2014 18:10,255,236.07,15.2,0.12,0.81,0.64
9/12/2014 22:40,255,199.7,14.7,0.12,0.81,0.64
9/13/2014 3:55,256,182.94,13.7,0.12,0.81,0.64
9/13/2014 9:10,256,164.05,13.1,0.12,0.81,0.64
9/13/2014 13:40,256,189.31,13.4,0.11,1,0.81
9/13/2014 19:05,256,139.43,13.6,0.23,0.49,0.09
9/14/2014 0:20,257,164.01,13.6,0.21,0.49,0.01
9/14/2014 4:50,257,128.38,13.1,0.19,0.49,0.01
9/14/2014 10:20,257,139.55,12.5,0.18,0.49,0.04
9/14/2014 15:35,257,180.01,12.9,0.17,0.64,0.09
9/14/2014 20:05,257,160.95,13.1,0.17,0.64,0.09
9/15/2014 1:20,258,142.47,12.5,0.16,0.64,0.16
9/15/2014 6:35,258,150.16,11.8,0.16,0.64,0.16
9/15/2014 11:05,258,141.36,11.7,0.16,0.64,0.16
9/15/2014 16:40,258,163.29,12.5,0.15,0.81,0.25
9/15/2014 21:55,258,172.23,12.4,0.15,0.81,0.25
9/16/2014 3:10,259,186.22,11.9,0.15,0.81,0.25
9/16/2014 7:40,259,211.46,11.7,0.15,0.81,0.25
9/16/2014 12:55,259,137.65,12,0.14,0.81,0.36
9/16/2014 18:10,259,251.29,12.9,0.14,0.81,0.36
9/16/2014 22:40,259,177.32,12.9,0.14,0.81,0.36
9/17/2014 3:55,260,168.81,12.3,0.14,0.81,0.36
9/17/2014 9:10,260,173.4,11.7,0.14,0.81,0.36
9/17/2014 13:40,260,157.53,12.4,0.13,0.81,0.49
9/17/2014 18:55,260,236.56,13.1,0.13,1,0.49
9/18/2014 0:10,261,188.96,12.5,0.13,1,0.49
9/18/2014 4:40,261,176.79,11.8,0.13,1,0.49
9/18/2014 9:55,261,126.92,11.5,0.13,1,0.49
9/19/2014 22:05,262,91.56,11.2,0.11,1.21,0.81
9/20/2014 3:20,263,91.48,10.3,0.11,1.21,0.81
9/20/2014 7:50,263,85.91,10.1,0.11,1.21,0.81
9/20/2014 13:05,263,93.81,11,0.11,1.21,0.81
9/20/2014 18:20,263,107.36,12.4,0.11,1.21,0.81
9/20/2014 22:50,263,97.15,12.7,0.11,1.21,0.81
9/21/2014 4:05,264,117.11,13,0.1,1.21,1
9/21/2014 9:20,264,163.59,13.6,0.15,1.21,0.25
9/21/2014 13:50,264,150.46,14.5,0.16,1.21,0.16
9/21/2014 19:05,264,214.16,15.6,0.15,1.21,0.25
9/21/2014 23:35,264,194.17,15.6,0.15,1.21,0.25
9/22/2014 3:20,265,224.85,15.6,0.15,1.21,0.25
9/22/2014 7:05,265,167.9,15,0.15,1.21,0.25
9/22/2014 10:50,265,113.81,14.6,0.14,1.21,0.36
9/22/2014 14:35,265,95.18,14.6,0.14,1.21,0.36
9/22/2014 18:20,265,136.34,14.3,0.13,1.21,0.49
9/22/2014 22:05,265,126.11,13.5,0.13,1.21,0.49
9/23/2014 1:50,266,115.42,12.5,0.13,1.21,0.49
9/23/2014 5:35,266,113.74,11.8,0.13,1.21,0.49
9/23/2014 9:20,266,104.49,11.5,0.13,1.21,0.49
9/23/2014 13:05,266,77.56,11.8,0.12,1.21,0.64
9/23/2014 16:50,266,104.98,12.6,0.12,1.21,0.64
9/23/2014 20:35,266,118.72,12.9,0.11,1.21,0.81
9/24/2014 0:20,267,115.48,12.6,0.11,1.21,0.81
9/24/2014 4:05,267,122.78,12.2,0.11,1.21,0.81
9/24/2014 7:50,267,110.5,11.9,0.11,1.21,0.81
9/24/2014 11:50,267,147.63,12.2,0.11,1.44,0.81
9/24/2014 15:35,267,169.45,12.9,0.11,1.44,0.81
9/24/2014 19:30,267,251.86,13.2,0.1,1.44,1
9/24/2014 23:25,267,146.01,12.8,0.1,1.44,1
9/25/2014 3:10,268,165.49,12.6,0.1,1.44,1
9/25/2014 6:55,268,152.46,12.3,0.1,1.44,1
9/25/2014 10:50,268,99.28,12.3,0.1,1.44,1
9/25/2014 15:20,268,106.79,12.6,0.1,1.44,1
9/25/2014 19:50,268,131.52,12.7,0.1,1.44,1
9/26/2014 1:05,269,114.27,12.3,0.1,1.44,1
9/26/2014 6:20,269,109.57,12.1,0.1,1.44,1
9/26/2014 10:50,269,86.39,12.4,0.1,1.44,1
9/26/2014 16:05,269,105,13.7,0.09,1.44,1.21
9/26/2014 21:20,269,107.64,14.1,0.09,1.44,1.21
9/27/2014 1:50,270,107.79,13.8,0.09,1.44,1.21
9/27/2014 7:05,270,104.59,13.5,0.09,1.44,1.21
9/27/2014 12:20,270,106.19,14,0.09,1.44,1.21
9/27/2014 16:50,270,128.54,15.2,0.08,1.44,1.44
9/27/2014 22:05,270,124.9,15.3,0.08,1.44,1.44
9/28/2014 3:20,271,156.97,14.8,0.08,1.44,1.44
9/28/2014 7:50,271,123.43,14.5,0.08,1.44,1.44
9/28/2014 13:05,271,91.85,15.2,0.08,1.44,1.44
9/28/2014 18:20,271,144.87,16.4,0.08,1.44,1.44
9/28/2014 22:50,271,158.04,16.2,0.08,1.69,1.44
9/29/2014 4:05,272,133.5,15.4,0.08,1.69,1.44
9/29/2014 9:20,272,120.15,14.9,0.08,1.69,1.44
9/29/2014 13:50,272,135.19,15.4,0.07,1.69,1.69
9/29/2014 19:05,272,151.83,15.9,0.07,1.69,1.69
9/30/2014 0:20,273,133.61,15.2,0.07,1.69,1.69
9/30/2014 4:50,273,103.51,14.5,0.07,1.69,1.69
9/30/2014 10:05,273,104.59,14,0.07,1.69,1.69
9/30/2014 15:55,273,132.94,14,0.07,1.69,1.69
9/30/2014 21:20,273,104.08,14,0.07,1.69,1.69
10/1/2014 1:50,274,127.69,13.8,0.07,1.69,1.69
10/1/2014 7:20,274,132.86,13.6,0.07,1.69,1.69
10/1/2014 12:45,274,191.02,13.5,0.07,1.44,1.69
10/1/2014 18:00,274,188.98,13.5,0.08,1.21,1.44
10/1/2014 22:30,274,204.07,13.4,0.08,1.21,1.44
10/2/2014 3:45,275,156.24,13.1,0.17,0.16,0.09
10/2/2014 9:20,275,127.22,12.9,0.2,0.09,0
10/2/2014 15:00,275,178.59,13,0.19,0.16,0.01
10/2/2014 19:30,275,230.08,13.2,0.18,0.25,0.04
10/3/2014 0:45,276,183.49,12.7,0.17,0.25,0.09
10/3/2014 6:00,276,162.63,12.1,0.17,0.25,0.09
10/3/2014 10:30,276,129.93,11.9,0.17,0.36,0.09
10/3/2014 15:45,276,200.42,12.6,0.16,0.36,0.16
10/3/2014 21:00,276,187.13,12.8,0.15,0.49,0.25
10/4/2014 1:30,277,202.39,12.5,0.15,0.49,0.25
10/4/2014 7:05,277,119.53,12.2,0.15,0.49,0.25
10/4/2014 12:20,277,97.29,12.2,0.15,0.49,0.25
10/4/2014 16:50,277,89.65,12.5,0.31,0,1.21
10/4/2014 22:05,277,117.17,13.1,0.26,0.16,0.36
10/5/2014 3:20,278,117.73,12.7,0.23,0.04,0.09
10/5/2014 7:50,278,108.42,12,0.22,0.01,0.04
10/5/2014 13:20,278,109.19,11.6,0.21,0,0.01
10/5/2014 18:35,278,123.64,11.7,0.2,0.01,0
10/5/2014 23:05,278,109.33,11.1,0.19,0.04,0.01
10/6/2014 4:20,279,95.71,10.3,0.19,0.04,0.01
10/6/2014 9:35,279,96.76,9.6,0.19,0.04,0.01
10/6/2014 14:05,279,134.6,10.3,0.18,0.09,0.04
10/6/2014 19:20,279,158.19,11.2,0.18,0.09,0.04
10/7/2014 0:35,280,111.74,11.2,0.18,0.09,0.04
10/7/2014 6:00,280,149.58,11.2,0.18,0.16,0.04
10/7/2014 10:30,280,181.26,11.7,0.17,0.16,0.09
10/7/2014 15:45,280,205.53,12.6,0.17,0.16,0.09
10/7/2014 21:00,280,194.33,13,0.17,0.16,0.09
10/8/2014 1:30,281,195.53,13,0.16,0.16,0.16
10/8/2014 12:20,281,102.77,13.3,0.21,0.04,0.01
10/8/2014 16:50,281,102.33,13.6,0.2,0.09,0
10/8/2014 22:05,281,150.19,13.1,0.19,0.09,0.01
10/9/2014 3:20,282,101.11,12.3,0.19,0.09,0.01
10/9/2014 7:50,282,95.55,11.6,0.18,0.09,0.04
10/9/2014 13:20,282,109.59,11.4,0.18,0.16,0.04
10/9/2014 18:35,282,117.08,11.8,0.17,0.16,0.09
10/9/2014 23:05,282,109.18,11.4,0.17,0.16,0.09
10/10/2014 4:20,283,99.13,11,0.17,0.16,0.09
10/10/2014 9:35,283,86.81,10.4,0.16,0.25,0.16
10/10/2014 14:05,283,83.61,10.7,0.16,0.25,0.16
10/10/2014 19:20,283,93.55,11,0.16,0.25,0.16
10/11/2014 0:35,284,98.17,10.4,0.16,0.25,0.16
10/11/2014 5:05,284,95.65,10,0.15,0.25,0.25
10/11/2014 10:20,284,75.5,9.8,0.16,0.25,0.16
10/11/2014 15:35,284,76.23,9.8,0.21,0.25,0.01
10/11/2014 20:05,284,100.7,10,0.2,0.25,0
10/12/2014 1:20,285,86.24,9.7,0.19,0.25,0.01
10/12/2014 6:35,285,80.43,9.3,0.19,0.25,0.01
10/12/2014 11:05,285,91,9.2,0.18,0.25,0.04
10/12/2014 16:20,285,124.44,9.9,0.18,0.25,0.04
10/12/2014 21:35,285,88.53,10,0.17,0.36,0.09
10/13/2014 2:05,286,87.41,9.5,0.17,0.36,0.09
10/13/2014 7:30,286,146.05,9,0.17,0.36,0.09
10/13/2014 12:45,286,125.39,9.1,0.17,0.36,0.09
10/13/2014 18:00,286,148.12,9.9,0.16,0.36,0.16
10/13/2014 22:30,286,156.41,10.3,0.16,0.36,0.16
10/14/2014 3:45,287,189.67,10.8,0.16,0.36,0.16
10/14/2014 9:00,287,166.09,11.2,0.16,0.36,0.16
10/14/2014 13:30,287,171.91,12,0.16,0.36,0.16
10/14/2014 18:45,287,205.44,13.1,0.16,0.36,0.16
10/15/2014 0:00,287,200.18,13.2,0.16,0.36,0.16
10/15/2014 4:30,288,198.2,13.3,0.16,0.36,0.16
10/15/2014 9:45,288,179.9,13.7,0.15,0.36,0.25
10/15/2014 15:00,288,249.94,14.5,0.15,0.36,0.25
10/15/2014 19:30,288,248.54,14.9,0.15,0.36,0.25
10/16/2014 0:45,289,258.35,15,0.15,0.36,0.25
10/16/2014 6:00,289,248.8,15.2,0.18,0.36,0.04
10/16/2014 10:30,289,260.37,16.2,0.3,0.04,1
10/16/2014 15:45,289,240.7,16.9,0.31,0.49,1.21
10/16/2014 21:00,289,207.19,16.4,0.28,0.16,0.64
10/17/2014 1:30,290,178.91,15.8,0.26,0.09,0.36
10/17/2014 6:45,290,194.73,15.3,0.25,0.04,0.25
10/17/2014 12:00,290,102.37,14.9,0.24,0.04,0.16
10/17/2014 18:20,290,131.61,15.1,0.23,0.01,0.09
10/18/2014 0:45,291,143.6,14.4,0.23,0,0.09
10/18/2014 6:55,291,121.85,14,0.23,0,0.09
10/18/2014 13:50,291,132.21,14,0.23,0,0.09
10/18/2014 19:40,291,109.17,13.9,0.22,0,0.04
10/19/2014 1:20,292,106.71,13.2,0.22,0.01,0.04
10/19/2014 6:35,292,76.86,12.6,0.22,0.01,0.04
10/19/2014 11:05,292,93.17,11.9,0.22,0.01,0.04
10/19/2014 16:50,292,79.58,11.5,0.21,0.01,0.01
10/19/2014 22:05,292,73.22,10.9,0.21,0.01,0.01
10/20/2014 3:20,293,76.05,10,0.21,0.01,0.01
10/20/2014 7:50,293,67.3,9.3,0.21,0.01,0.01
10/20/2014 13:20,293,48.82,9.3,0.21,0.01,0.01
10/20/2014 18:55,293,121.76,9.9,0.21,0.04,0.01
10/21/2014 0:10,294,87.29,9.9,0.21,0.04,0.01
10/21/2014 4:40,294,122.91,9.8,0.21,0.04,0.01
10/21/2014 9:20,294,63.69,9.8,0.21,0.04,0.01
10/21/2014 13:50,294,73.43,10.4,0.2,0.04,0
10/21/2014 21:00,294,35.28,11.1,0.2,0.04,0
10/22/2014 2:05,295,65.69,11,0.2,0.04,0
10/22/2014 7:50,295,79.26,10.8,0.2,0.04,0
10/22/2014 15:10,295,60.69,10.7,0.2,0.04,0
10/22/2014 20:35,295,55.62,10.5,0.22,0.04,0.04
10/23/2014 1:30,296,45.5,10,0.29,0.09,0.81
10/23/2014 6:20,296,43.96,9.4,0.37,1,2.89
10/23/2014 12:00,296,20.38,8.9,0.35,1.21,2.25
10/23/2014 18:45,296,49.7,9.4,0.3,0.49,1
10/24/2014 0:00,296,28.97,9.6,0.28,0.36,0.64
10/24/2014 5:50,297,30.55,9.6,0.28,0.25,0.64
10/24/2014 10:30,297,46.69,9.4,0.27,0.25,0.49
10/24/2014 16:30,297,85.28,9.6,0.26,0.16,0.36
10/24/2014 21:45,297,69.44,9.5,0.26,0.09,0.36
10/25/2014 3:00,298,85.89,9.3,0.25,0.09,0.25
10/25/2014 7:30,298,106.47,9,0.25,0.04,0.25
10/25/2014 12:45,298,81.47,9.3,0.24,0.04,0.16
10/25/2014 18:00,298,131.21,10.1,0.24,0.04,0.16
10/25/2014 22:40,298,114.16,10,0.24,0.04,0.16
10/26/2014 3:55,299,133.92,10,0.24,0.01,0.16
10/26/2014 9:20,299,100.99,9.7,0.23,0.01,0.09
10/26/2014 14:05,299,64.25,9.9,0.23,0.01,0.09
10/26/2014 19:20,299,71.33,9.9,0.23,0.01,0.09
10/27/2014 0:35,300,67.58,9.6,0.23,0.01,0.09
10/27/2014 6:00,300,92.86,9.4,0.23,0,0.09
10/27/2014 10:30,300,60.81,9.3,0.23,0,0.09
10/27/2014 15:55,300,102.47,9.9,0.22,0,0.04
10/27/2014 21:10,300,137.21,9.9,0.22,0,0.04
10/28/2014 1:40,301,132.2,9.4,0.22,0,0.04
10/28/2014 7:05,301,95.38,9,0.22,0,0.04
10/28/2014 12:20,301,83.61,9.3,0.22,0,0.04
10/28/2014 16:50,301,115.88,10.4,0.22,0,0.04
10/28/2014 22:05,301,99.6,10.5,0.22,0,0.04
10/29/2014 3:20,302,87.82,10.4,0.22,0,0.04
10/29/2014 8:05,302,78.66,10.5,0.22,0,0.04
10/29/2014 13:20,302,103.43,11,0.22,0.01,0.04
10/29/2014 18:45,302,141.55,11.3,0.22,0.01,0.04
10/30/2014 0:10,303,109.11,10.8,0.23,0.01,0.09
10/30/2014 4:50,303,74.86,10.1,0.22,0.01,0.04
10/30/2014 10:30,303,99.83,9.5,0.22,0.01,0.04
10/30/2014 16:05,303,87.37,10,0.22,0.01,0.04
10/30/2014 21:20,303,77.13,9.7,0.22,0.01,0.04
10/31/2014 2:05,304,39.97,9.3,0.22,0.01,0.04
10/31/2014 7:50,304,102.64,8.8,0.22,0.01,0.04
10/31/2014 13:05,304,95.7,9,0.22,0.01,0.04
10/31/2014 18:35,304,78.03,9.3,0.22,0.01,0.04
10/31/2014 23:05,304,65.23,9.2,0.22,0.01,0.04
11/1/2014 4:20,305,73.21,9,0.22,0.01,0.04
11/1/2014 9:35,305,51.62,8.6,0.22,0.01,0.04
11/1/2014 14:05,305,77.25,8.6,0.22,0.01,0.04
11/1/2014 19:20,305,91.36,8.3,0.24,0,0.16
11/2/2014 0:35,306,62.98,8,0.23,0,0.09
11/2/2014 5:05,306,70.06,7.8,0.23,0,0.09
11/2/2014 10:30,306,49.96,7.4,0.23,0,0.09
11/2/2014 15:45,306,46.37,7.3,0.23,0,0.09
11/2/2014 21:00,306,51.92,7,0.22,0,0.04
11/3/2014 3:00,307,61.04,6.5,0.22,0,0.04
11/3/2014 9:00,307,61.46,6.1,0.22,0,0.04
11/3/2014 13:50,307,41.59,6.2,0.22,0,0.04
11/3/2014 19:20,307,49.2,6.7,0.22,0,0.04
11/4/2014 0:35,308,58.8,6.6,0.22,0,0.04
11/4/2014 5:05,308,56.74,6.4,0.22,0,0.04
11/4/2014 10:20,308,30.59,6.6,0.22,0,0.04
11/4/2014 15:35,308,72.62,7.7,0.22,0,0.04
11/4/2014 20:05,308,42.31,8.1,0.22,0,0.04
11/5/2014 1:20,309,48.12,8,0.22,0,0.04
11/5/2014 6:35,309,60.82,8,0.22,0,0.04
11/5/2014 11:05,309,62.45,8.3,0.22,0.01,0.04
11/5/2014 16:30,309,91.51,9.1,0.21,0.01,0.01
11/5/2014 21:45,309,91.15,8.8,0.21,0.01,0.01
11/6/2014 3:00,310,83.85,8.2,0.21,0.01,0.01
11/6/2014 7:30,310,102.15,8,0.21,0.01,0.01
11/6/2014 12:55,310,80.8,8.1,0.21,0.01,0.01
11/6/2014 18:10,310,105.6,8.2,0.22,0.01,0.04
11/6/2014 22:50,310,79.29,8.1,0.24,0,0.16
11/7/2014 4:20,311,66.19,8,0.24,0,0.16
11/7/2014 9:35,311,53.45,7.9,0.23,0.01,0.09
11/7/2014 14:05,311,55.6,7.9,0.23,0.01,0.09
11/7/2014 19:30,311,61.25,7.7,0.23,0,0.09
11/8/2014 0:45,312,52.99,7.2,0.23,0,0.09
11/8/2014 6:00,312,68.49,6.8,0.23,0,0.09
11/8/2014 10:30,312,51.21,6.4,0.22,0,0.04
11/8/2014 15:45,312,17.39,6.6,0.22,0,0.04
11/8/2014 21:10,312,62.67,6.6,0.22,0,0.04
11/9/2014 1:40,313,55.88,6.4,0.22,0,0.04
11/9/2014 7:05,313,55.8,6.5,0.22,0,0.04
11/9/2014 12:45,313,74.4,6.9,0.22,0,0.04
11/9/2014 18:00,313,78.1,7.5,0.22,0,0.04
11/9/2014 22:30,313,77.98,7.1,0.22,0,0.04
11/10/2014 3:45,314,82.53,6.6,0.22,0,0.04
11/10/2014 9:00,314,60.37,6.3,0.22,0,0.04
11/10/2014 13:30,314,61.52,6.7,0.22,0,0.04
11/10/2014 18:45,314,72.92,7.4,0.22,0,0.04
11/11/2014 0:10,315,70.53,6.9,0.22,0,0.04
11/11/2014 4:40,315,61.79,6.7,0.22,0,0.04
11/11/2014 10:05,315,60.19,6.7,0.22,0,0.04
11/11/2014 15:20,315,101.31,7.8,0.21,0,0.01
11/11/2014 19:50,315,68.08,8.2,0.21,0.01,0.01
11/12/2014 1:05,316,75.71,8.1,0.21,0.01,0.01
11/12/2014 6:20,316,98.89,8.4,0.21,0.01,0.01
11/12/2014 10:50,316,82.88,8.6,0.21,0.01,0.01
11/12/2014 16:05,316,80.88,9.3,0.21,0.01,0.01
11/12/2014 21:20,316,65.51,8.9,0.21,0.01,0.01
11/13/2014 1:50,317,58.95,8.2,0.21,0.01,0.01
11/13/2014 7:20,317,34.99,7.3,0.21,0.01,0.01
11/13/2014 12:35,317,27,7,0.21,0.01,0.01
11/13/2014 17:05,317,63.27,7.4,0.21,0.01,0.01
11/13/2014 22:20,317,57.17,7.3,0.21,0.01,0.01
11/14/2014 3:45,318,71.19,7,0.21,0.01,0.01
11/14/2014 9:20,318,47.27,6.7,0.21,0.01,0.01
11/14/2014 14:05,318,51.25,6.6,0.21,0.01,0.01
11/14/2014 19:30,318,71.17,6.4,0.21,0.01,0.01
11/15/2014 1:40,319,76.51,6,0.21,0.01,0.01
11/15/2014 7:30,319,58.36,5.5,0.21,0.01,0.01
11/15/2014 13:30,319,47.76,5.2,0.21,0.01,0.01
11/15/2014 19:05,319,34.42,5.2,0.21,0.01,0.01
11/16/2014 0:35,320,54.05,5,0.21,0.01,0.01
11/16/2014 6:00,320,66.39,4.6,0.21,0.01,0.01
11/16/2014 12:35,320,29,4.5,0.21,0.01,0.01
11/16/2014 18:10,320,59.46,4.8,0.21,0.01,0.01
11/16/2014 22:40,320,45.93,4.9,0.21,0.01,0.01
11/17/2014 4:05,321,53.28,5,0.21,0.01,0.01
11/17/2014 9:20,321,44.62,4.5,0.31,0.04,1.21
